week_end_date,cbsa_code,cbsa_title,hh_rank,median_listing_price_yy,active_listing_count_yy,median_days_on_market_by_day_yy,median_days_on_market_yy,new_listing_count_yy,new_listing_share_yy,price_reduced_count_yy,price_reduced_share_yy
7-Dec-19,47260,"virginia beach-norfolk-newport news, va-nc",37,7.80%,-23.30%,-6,-8.50%,-31.70%,-0.50%,9.60%,1.30%
7-Dec-19,33340,"milwaukee-waukesha-west allis, wi",38,7.70%,-10.50%,2,3.20%,-11.50%,-0.40%,9.20%,0.70%
7-Dec-19,39300,"providence-warwick, ri-ma",39,5.70%,-20.70%,0,0.00%,-12.00%,0.10%,-16.80%,-0.20%
7-Dec-19,27260,"jacksonville, fl",40,3.40%,-7.30%,-4,-5.30%,12.00%,0.30%,-38.50%,-2.90%
7-Dec-19,36420,"oklahoma city, ok",41,7.80%,-19.20%,-7,-10.30%,-2.50%,1.40%,-24.50%,-0.60%
7-Dec-19,31140,"louisville/jefferson county, ky-in",42,-4.00%,-8.50%,0,0.00%,-24.70%,-1.30%,19.40%,1.10%
7-Dec-19,32820,"memphis, tn-ms-ar",43,8.00%,-15.20%,-5,-7.20%,-6.10%,-0.20%,33.70%,1.20%
7-Dec-19,35380,"new orleans-metairie, la",44,0.70%,-9.00%,0,0.00%,-6.50%,0.00%,-2.60%,0.20%
7-Dec-19,40060,"richmond, va",45,3.20%,-7.80%,0,0.00%,-13.90%,-0.60%,3.30%,0.20%
7-Dec-19,39580,"raleigh, nc",46,1.50%,-6.20%,-12,-15.20%,7.80%,0.50%,14.20%,0.80%
7-Dec-19,15380,"buffalo-cheektowaga-niagara falls, ny",47,6.70%,-14.90%,5,8.30%,-15.10%,-4.20%,5.70%,-1.90%
7-Dec-19,25540,"hartford-west hartford-east hartford, ct",48,5.80%,-15.30%,-8,-9.80%,-8.60%,0.30%,-15.50%,0.00%
7-Dec-19,13820,"birmingham-hoover, al",49,12.20%,-14.70%,-7,-8.10%,6.00%,0.70%,-27.20%,-1.10%
7-Dec-19,40380,"rochester, ny",50,8.10%,-21.00%,-9,-13.60%,-8.20%,0.70%,-5.00%,0.60%
7-Dec-19,46060,"tucson, az",51,3.90%,-19.40%,-6,-10.30%,-1.40%,0.60%,-33.70%,-2.00%
7-Dec-19,41620,"salt lake city, ut",52,10.50%,-31.00%,0,0.00%,-17.70%,0.10%,-16.40%,0.20%
7-Dec-19,24340,"grand rapids-wyoming, mi",53,2.00%,-1.60%,-1,-1.60%,15.90%,1.10%,55.20%,2.70%
7-Dec-19,46140,"tulsa, ok",54,13.00%,-25.10%,-4,-6.00%,-12.10%,0.50%,8.00%,1.20%
7-Dec-19,10580,"albany-schenectady-troy, ny",55,4.90%,-14.00%,1,1.10%,-9.10%,-0.10%,-47.30%,-2.00%
7-Dec-19,10740,"albuquerque, nm",56,10.20%,-25.40%,-4,-5.90%,-30.10%,-1.10%,-57.10%,-4.30%
7-Dec-19,36540,"omaha-council bluffs, ne-ia",57,4.40%,-10.20%,6,11.80%,54.10%,0.10%,57.30%,0.10%
7-Dec-19,49340,"worcester, ma-ct",58,13.30%,-16.00%,0,0.00%,-16.20%,-0.10%,-28.10%,-0.90%
7-Dec-19,28940,"knoxville, tn",59,8.50%,-16.10%,-8,-10.00%,-13.80%,-0.30%,4.90%,0.50%
7-Dec-19,14860,"bridgeport-stamford-norwalk, ct",60,-4.90%,-10.50%,-6,-5.90%,-7.60%,0.10%,-15.50%,-0.20%
7-Dec-19,24860,"greenville-anderson-mauldin, sc",61,2.00%,-4.20%,-6,-7.70%,12.90%,0.60%,1.30%,0.10%
7-Dec-19,35840,"north port-sarasota-bradenton, fl",62,5.20%,-14.90%,1,1.40%,-2.60%,0.20%,4.20%,0.60%
7-Dec-19,35300,"new haven-milford, ct",63,0.00%,-16.10%,-12,-13.20%,6.50%,1.00%,0.00%,0.70%
7-Dec-19,19380,"dayton, oh",64,13.80%,-26.80%,-4,-6.30%,-7.50%,0.40%,-2.00%,0.70%
7-Dec-19,46520,"urban honolulu, hi",65,-5.60%,-0.20%,5,7.40%,-10.80%,-0.70%,-5.90%,-0.20%
7-Dec-19,10900,"allentown-bethlehem-easton, pa-nj",66,7.60%,-19.60%,-6,-7.80%,2.80%,1.10%,-19.00%,-0.30%
7-Dec-19,17900,"columbia, sc",67,-1.10%,-11.20%,-16,-19.80%,4.70%,1.10%,25.30%,1.80%
7-Dec-19,12940,"baton rouge, la",68,1.40%,0.00%,7,7.60%,8.70%,-0.70%,13.80%,-0.40%
7-Dec-19,24660,"greensboro-high point, nc",69,10.40%,-18.20%,-6,-7.60%,-18.50%,-0.40%,21.50%,1.70%
7-Dec-19,23420,"fresno, ca",70,5.40%,-10.20%,-6,-10.20%,7.30%,0.60%,-25.80%,-1.50%
7-Dec-19,16700,"charleston-north charleston, sc",71,5.90%,-8.40%,-7,-7.70%,-1.90%,0.10%,-10.00%,-0.30%
7-Dec-19,30780,"little rock-north little rock-conway, ar",72,7.80%,-22.10%,-4,-5.40%,2.00%,1.10%,-11.00%,0.30%
7-Dec-19,15980,"cape coral-fort myers, fl",73,5.90%,-17.00%,-2,-2.70%,-11.80%,-0.10%,-15.80%,-0.30%
7-Dec-19,10420,"akron, oh",74,-3.20%,-2.20%,-8,-12.10%,18.70%,0.90%,14.00%,0.70%
7-Dec-19,21340,"el paso, tx",75,8.10%,-16.20%,-8,-9.80%,40.40%,3.60%,7.20%,1.10%
7-Dec-19,37100,"oxnard-thousand oaks-ventura, ca",76,10.90%,-24.50%,-3,-4.90%,6.20%,1.00%,-49.20%,-3.00%
7-Dec-19,17820,"colorado springs, co",77,15.50%,-22.60%,-1,-1.70%,9.00%,1.70%,-26.20%,-0.80%
7-Dec-19,31540,"madison, wi",78,8.20%,-5.30%,5,6.30%,-4.30%,0.00%,-51.10%,-2.90%
7-Dec-19,12540,"bakersfield, ca",79,4.40%,-14.60%,-8,-12.50%,18.60%,1.80%,-11.40%,-0.20%
7-Dec-19,49180,"winston-salem, nc",80,21.00%,-12.00%,-18,-19.80%,1.80%,0.50%,-4.30%,0.20%
7-Dec-19,45060,"syracuse, ny",81,2.90%,-8.20%,-7,-8.00%,1.10%,-1.10%,9.20%,-0.80%
7-Dec-19,19660,"deltona-daytona beach-ormond beach, fl",82,-0.30%,-10.80%,-6,-7.70%,-8.50%,-0.30%,-3.20%,0.00%
7-Dec-19,14260,"boise city, id",83,7.70%,-1.70%,6,12.00%,29.20%,1.90%,43.40%,2.40%
7-Dec-19,48620,"wichita, ks",84,10.80%,-25.70%,3,4.70%,5.70%,-0.60%,2.40%,-0.70%
7-Dec-19,45780,"toledo, oh",85,15.30%,-11.40%,-10,-14.30%,0.80%,-0.20%,110.70%,3.80%
7-Dec-19,19780,"des moines-west des moines, ia",86,-9.60%,3.00%,-18,-20.20%,19.10%,0.50%,115.90%,3.20%
7-Dec-19,44140,"springfield, ma",87,8.00%,-17.80%,-7,-9.60%,-16.70%,-0.10%,-20.80%,-0.30%
7-Dec-19,29460,"lakeland-winter haven, fl",88,2.20%,0.80%,1,1.50%,4.00%,-0.20%,11.50%,0.10%
7-Dec-19,37340,"palm bay-melbourne-titusville, fl",89,7.10%,-22.40%,-3,-4.60%,-1.90%,0.60%,-45.30%,-3.00%
7-Dec-19,32580,"mcallen-edinburg-mission, tx",90,4.70%,-6.40%,-2,-2.30%,-1.00%,0.20%,1.80%,0.20%
7-Dec-19,25420,"harrisburg-carlisle, pa",91,6.90%,-22.10%,-11,-13.40%,-23.20%,-0.10%,-28.70%,-0.60%
7-Dec-19,42540,"scranton--wilkes-barre--hazleton, pa",92,8.00%,-13.30%,-5,-5.00%,-11.70%,-0.10%,-19.80%,-0.50%
7-Dec-19,12260,"augusta-richmond county, ga-sc",93,6.60%,-19.00%,-9,-9.50%,-1.10%,-0.90%,-19.30%,-1.40%
7-Dec-19,49660,"youngstown-warren-boardman, oh-pa",94,0.30%,-7.30%,-3,-3.40%,9.50%,0.40%,21.60%,1.10%
7-Dec-19,44700,"stockton-lodi, ca",95,10.00%,-13.70%,0,0.00%,-16.50%,-0.90%,-50.80%,-4.60%
7-Dec-19,20500,"durham-chapel hill, nc",96,2.40%,-0.30%,-6,-7.20%,-6.00%,-0.60%,52.40%,1.90%
7-Dec-19,38860,"portland-south portland, me",97,11.10%,-23.60%,-8,-8.60%,-18.60%,0.20%,-42.30%,-0.90%
7-Dec-19,44060,"spokane-spokane valley, wa",98,10.00%,-2.50%,-4,-6.10%,32.80%,1.50%,-46.90%,-2.80%
7-Dec-19,16860,"chattanooga, tn-ga",99,9.30%,-12.20%,0,0.00%,-1.20%,0.60%,12.70%,1.20%
7-Dec-19,27140,"jackson, ms",100,5.00%,-9.60%,-11,-10.70%,-2.60%,0.40%,-15.20%,-0.20%
30-Nov-19,35620,"new york-newark-jersey city, ny-nj-pa",1,4.00%,-2.80%,0,0.00%,-42.20%,-2.00%,-53.10%,-2.40%
30-Nov-19,31080,"los angeles-long beach-anaheim, ca",2,11.70%,-27.20%,6,11.80%,-54.70%,-2.90%,-80.00%,-5.70%
30-Nov-19,16980,"chicago-naperville-elgin, il-in-wi",3,1.80%,-0.90%,-1,-1.60%,-40.90%,-2.10%,-69.50%,-5.30%
30-Nov-19,19100,"dallas-fort worth-arlington, tx",4,0.00%,-0.40%,-1,-1.60%,-30.70%,-1.70%,-65.20%,-6.50%
30-Nov-19,26420,"houston-the woodlands-sugar land, tx",5,-2.50%,-1.00%,-1,-1.50%,-36.50%,-2.00%,-62.90%,-5.00%
30-Nov-19,37980,"philadelphia-camden-wilmington, pa-nj-de-md",6,13.10%,-23.00%,-3,-4.20%,-45.90%,-2.10%,-59.00%,-3.70%
30-Nov-19,47900,"washington-arlington-alexandria, dc-va-md-wv",7,8.00%,-22.00%,-1,-1.70%,-51.00%,-2.50%,-61.70%,-3.10%
30-Nov-19,33100,"miami-fort lauderdale-west palm beach, fl",8,5.00%,-7.60%,4,4.60%,-30.30%,-1.30%,-66.10%,-4.40%
30-Nov-19,12060,"atlanta-sandy springs-roswell, ga",9,2.20%,-0.10%,0,0.00%,-33.90%,-2.00%,-59.70%,-4.00%
30-Nov-19,14460,"boston-cambridge-newton, ma-nh",10,11.20%,-13.20%,6,10.20%,-64.10%,-4.20%,-67.40%,-4.40%
30-Nov-19,41860,"san francisco-oakland-hayward, ca",11,11.80%,-23.90%,5,11.10%,-73.40%,-5.40%,-83.80%,-6.40%
30-Nov-19,19820,"detroit-warren-dearborn, mi",12,2.60%,1.30%,3,5.70%,-43.90%,-3.40%,-44.70%,-3.10%
30-Nov-19,38060,"phoenix-mesa-scottsdale, az",13,12.70%,-26.80%,-1,-2.00%,-31.90%,-1.40%,-58.90%,-4.80%
30-Nov-19,42660,"seattle-tacoma-bellevue, wa",14,4.50%,-23.40%,4,7.70%,-46.30%,-2.50%,-81.00%,-7.60%
30-Nov-19,33460,"minneapolis-st. paul-bloomington, mn-wi",15,1.70%,14.60%,-5,-8.30%,-42.20%,-2.40%,-72.10%,-5.30%
30-Nov-19,40140,"riverside-san bernardino-ontario, ca",16,4.10%,-20.80%,3,5.40%,-39.00%,-1.70%,-72.10%,-5.20%
30-Nov-19,45300,"tampa-st. petersburg-clearwater, fl",17,5.30%,-15.10%,1,1.70%,-22.20%,-0.90%,-52.60%,-3.40%
30-Nov-19,41740,"san diego-carlsbad, ca",18,12.20%,-30.20%,4,8.90%,-49.80%,-5.20%,-72.50%,-6.70%
30-Nov-19,41180,"st. louis, mo-il",19,6.20%,-12.70%,-1,-1.30%,-28.30%,-1.00%,-63.00%,-4.30%
30-Nov-19,19740,"denver-aurora-lakewood, co",20,5.40%,-10.00%,5,9.60%,-50.60%,-2.90%,-63.50%,-4.20%
30-Nov-19,12580,"baltimore-columbia-towson, md",21,5.00%,-12.70%,0,0.00%,-46.60%,-2.60%,-52.80%,-3.20%
30-Nov-19,38300,"pittsburgh, pa",22,8.60%,-14.00%,-7,-8.20%,-16.30%,-0.20%,-51.40%,-1.90%
30-Nov-19,38900,"portland-vancouver-hillsboro, or-wa",23,0.10%,-15.30%,0,0.00%,-41.80%,-4.10%,-46.60%,-5.00%
30-Nov-19,16740,"charlotte-concord-gastonia, nc-sc",24,4.30%,-14.80%,-5,-7.70%,-32.70%,-1.40%,-64.50%,-4.80%
30-Nov-19,36740,"orlando-kissimmee-sanford, fl",25,6.30%,-12.90%,0,0.00%,-29.70%,-1.30%,-58.40%,-3.80%
30-Nov-19,17460,"cleveland-elyria, oh",26,3.30%,-6.20%,1,1.40%,-18.30%,-0.60%,-47.00%,-2.20%
30-Nov-19,41700,"san antonio-new braunfels, tx",27,-1.40%,9.10%,-8,-11.30%,-19.90%,-1.30%,-48.70%,-3.10%
30-Nov-19,17140,"cincinnati, oh-ky-in",28,8.30%,-21.70%,-2,-3.30%,-44.00%,-2.00%,-59.00%,-2.60%
30-Nov-19,40900,"sacramento--roseville--arden-arcade, ca",29,13.40%,-23.90%,0,0.00%,-46.20%,-2.20%,-75.90%,-7.20%
30-Nov-19,28140,"kansas city, mo-ks",30,8.80%,-10.50%,-1,-1.40%,-18.30%,-2.00%,-40.20%,-2.90%
30-Nov-19,18140,"columbus, oh",31,5.70%,-7.60%,-3,-5.00%,-27.70%,-1.50%,-31.80%,-1.80%
30-Nov-19,26900,"indianapolis-carmel-anderson, in",32,10.60%,-8.40%,-1,-1.60%,-30.40%,-2.30%,-39.60%,-3.20%
30-Nov-19,29820,"las vegas-henderson-paradise, nv",33,-0.10%,12.80%,6,12.00%,-25.20%,-1.80%,-57.40%,-5.40%
30-Nov-19,12420,"austin-round rock, tx",34,1.70%,-14.10%,-5,-7.40%,-21.20%,-0.60%,-63.90%,-4.50%
30-Nov-19,34980,"nashville-davidson--murfreesboro--franklin, tn",35,5.50%,-17.00%,-5,-10.40%,-38.20%,-2.40%,-57.50%,-3.20%
30-Nov-19,41940,"san jose-sunnyvale-santa clara, ca",36,5.20%,-27.00%,7,15.60%,-72.80%,-5.00%,-87.20%,-9.10%
30-Nov-19,47260,"virginia beach-norfolk-newport news, va-nc",37,7.10%,-18.10%,-4,-6.00%,7.40%,1.60%,-32.80%,-1.10%
30-Nov-19,33340,"milwaukee-waukesha-west allis, wi",38,7.70%,-8.90%,0,0.00%,-37.40%,-1.80%,-52.20%,-3.00%
30-Nov-19,39300,"providence-warwick, ri-ma",39,7.20%,-20.10%,0,0.00%,-56.20%,-2.70%,-59.50%,-2.70%
30-Nov-19,27260,"jacksonville, fl",40,4.40%,-7.80%,-5,-6.80%,-33.60%,-1.60%,-65.90%,-5.30%
30-Nov-19,36420,"oklahoma city, ok",41,8.60%,-17.50%,-9,-13.20%,-31.40%,-0.90%,-62.10%,-4.60%
30-Nov-19,31140,"louisville/jefferson county, ky-in",42,-4.00%,-5.90%,-1,-1.70%,-38.10%,-2.30%,-47.60%,-2.10%
30-Nov-19,32820,"memphis, tn-ms-ar",43,7.10%,-15.10%,-7,-9.90%,-29.60%,-1.60%,-47.60%,-2.20%
30-Nov-19,35380,"new orleans-metairie, la",44,1.80%,-7.90%,-1,-1.30%,-28.00%,-1.10%,-57.70%,-2.50%
30-Nov-19,40060,"richmond, va",45,3.20%,-5.90%,-3,-4.80%,-38.20%,-1.70%,-48.50%,-1.70%
30-Nov-19,39580,"raleigh, nc",46,1.70%,-4.40%,-13,-16.50%,-33.20%,-2.00%,-42.80%,-2.80%
30-Nov-19,15380,"buffalo-cheektowaga-niagara falls, ny",47,0.50%,-12.50%,3,5.00%,-33.30%,-4.80%,-49.70%,-5.40%
30-Nov-19,25540,"hartford-west hartford-east hartford, ct",48,4.00%,-12.90%,-8,-10.00%,-35.20%,-1.10%,-50.30%,-2.00%
30-Nov-19,13820,"birmingham-hoover, al",49,13.30%,-14.00%,-8,-9.50%,-35.10%,-1.60%,-57.80%,-2.50%
30-Nov-19,40380,"rochester, ny",50,12.80%,-22.20%,-8,-13.10%,-44.00%,-2.10%,-54.90%,-2.10%
30-Nov-19,46060,"tucson, az",51,6.10%,-20.40%,-6,-10.50%,-32.50%,-1.60%,-67.20%,-5.50%
30-Nov-19,41620,"salt lake city, ut",52,10.00%,-30.40%,2,4.10%,-54.40%,-2.70%,-60.90%,-2.90%
30-Nov-19,24340,"grand rapids-wyoming, mi",53,1.80%,-1.60%,-2,-3.30%,-19.40%,-1.20%,-38.80%,-2.70%
30-Nov-19,46140,"tulsa, ok",54,13.80%,-22.80%,-6,-9.10%,-43.70%,-1.60%,-68.80%,-3.30%
30-Nov-19,10580,"albany-schenectady-troy, ny",55,3.50%,-11.80%,-1,-1.10%,-37.80%,-1.00%,-71.40%,-4.10%
30-Nov-19,10740,"albuquerque, nm",56,11.40%,-22.40%,-5,-7.40%,-27.30%,-0.80%,-69.80%,-6.10%
30-Nov-19,36540,"omaha-council bluffs, ne-ia",57,5.20%,-12.90%,7,14.90%,-42.70%,-5.30%,-52.00%,-3.10%
30-Nov-19,49340,"worcester, ma-ct",58,10.30%,-14.50%,-2,-2.90%,-44.80%,-2.20%,-59.30%,-3.70%
30-Nov-19,28940,"knoxville, tn",59,9.70%,-15.00%,-9,-11.40%,-37.50%,-1.50%,-36.70%,-1.30%
30-Nov-19,14860,"bridgeport-stamford-norwalk, ct",60,-4.90%,-7.40%,-8,-7.80%,-55.10%,-1.60%,-62.10%,-2.20%
30-Nov-19,24860,"greenville-anderson-mauldin, sc",61,2.90%,-1.70%,-6,-7.80%,-32.60%,-1.50%,-56.00%,-3.20%
30-Nov-19,35840,"north port-sarasota-bradenton, fl",62,5.70%,-14.40%,0,0.00%,-30.30%,-1.30%,-51.00%,-2.70%
30-Nov-19,35300,"new haven-milford, ct",63,0.80%,-14.80%,-10,-11.50%,-27.50%,-0.60%,-54.20%,-2.20%
30-Nov-19,19380,"dayton, oh",64,15.40%,-25.50%,-3,-5.00%,-28.10%,-0.80%,-50.00%,-2.40%
30-Nov-19,46520,"urban honolulu, hi",65,-5.60%,1.80%,3,4.40%,-28.60%,-1.80%,-44.10%,-2.50%
30-Nov-19,10900,"allentown-bethlehem-easton, pa-nj",66,9.10%,-20.50%,-5,-6.70%,-44.80%,-2.10%,-54.10%,-3.00%
30-Nov-19,17900,"columbia, sc",67,-0.80%,-12.30%,-18,-21.70%,-26.40%,-1.00%,-39.70%,-1.80%
30-Nov-19,12940,"baton rouge, la",68,1.60%,1.10%,3,3.30%,-24.80%,-1.90%,-40.50%,-2.80%
30-Nov-19,24660,"greensboro-high point, nc",69,10.60%,-14.60%,-7,-8.90%,-39.20%,-2.20%,-53.40%,-2.60%
30-Nov-19,23420,"fresno, ca",70,5.40%,-12.20%,-7,-12.30%,-32.50%,-1.90%,-56.80%,-3.40%
30-Nov-19,16700,"charleston-north charleston, sc",71,6.50%,-8.70%,-10,-11.00%,-30.80%,-1.10%,-59.90%,-4.80%
30-Nov-19,30780,"little rock-north little rock-conway, ar",72,8.10%,-20.10%,-5,-6.80%,-53.80%,-2.50%,-53.30%,-1.90%
30-Nov-19,15980,"cape coral-fort myers, fl",73,5.00%,-15.50%,-2,-2.70%,-30.10%,-1.10%,-57.30%,-3.40%
30-Nov-19,10420,"akron, oh",74,-4.50%,-1.80%,-12,-18.50%,-20.50%,-0.90%,-51.60%,-2.60%
30-Nov-19,21340,"el paso, tx",75,9.40%,-15.80%,-7,-8.60%,-54.70%,-1.40%,-81.20%,-3.50%
30-Nov-19,37100,"oxnard-thousand oaks-ventura, ca",76,7.20%,-23.10%,-4,-6.80%,-34.00%,-1.40%,-77.00%,-6.40%
30-Nov-19,17820,"colorado springs, co",77,17.10%,-28.40%,0,0.00%,-40.20%,-1.80%,-72.50%,-5.00%
30-Nov-19,31540,"madison, wi",78,7.60%,-5.20%,3,4.00%,-57.80%,-2.60%,-75.10%,-5.80%
30-Nov-19,12540,"bakersfield, ca",79,4.40%,-15.00%,-8,-12.90%,-30.90%,-1.40%,-72.90%,-4.80%
30-Nov-19,49180,"winston-salem, nc",80,20.70%,-12.00%,-17,-19.50%,-11.10%,-0.10%,-54.90%,-2.30%
30-Nov-19,45060,"syracuse, ny",81,2.90%,-7.80%,-11,-12.90%,-30.80%,-2.30%,-61.40%,-4.00%
30-Nov-19,19660,"deltona-daytona beach-ormond beach, fl",82,-0.30%,-9.60%,-6,-7.70%,-23.60%,-1.10%,-62.80%,-4.80%
30-Nov-19,14260,"boise city, id",83,8.10%,-4.50%,2,4.00%,-50.00%,-4.20%,-31.30%,-1.50%
30-Nov-19,48620,"wichita, ks",84,15.30%,-25.00%,5,8.30%,-2.60%,-1.20%,-52.00%,-3.30%
30-Nov-19,45780,"toledo, oh",85,11.40%,-10.20%,-9,-13.40%,0.90%,-0.30%,-11.10%,-0.90%
30-Nov-19,19780,"des moines-west des moines, ia",86,-8.80%,3.30%,-18,-20.70%,-17.50%,-0.80%,10.20%,0.30%
30-Nov-19,44140,"springfield, ma",87,8.00%,-16.10%,-8,-11.00%,-52.50%,-3.00%,-51.10%,-3.40%
30-Nov-19,29460,"lakeland-winter haven, fl",88,2.20%,0.90%,0,0.00%,-3.80%,-0.50%,-48.00%,-3.00%
30-Nov-19,37340,"palm bay-melbourne-titusville, fl",89,7.20%,-22.10%,-5,-7.80%,-19.60%,-0.50%,-70.90%,-6.80%
30-Nov-19,32580,"mcallen-edinburg-mission, tx",90,4.20%,-5.40%,-7,-8.00%,-14.00%,-0.40%,-30.60%,-0.90%
30-Nov-19,25420,"harrisburg-carlisle, pa",91,9.30%,-21.20%,-14,-17.30%,-41.00%,-1.60%,-55.20%,-3.00%
30-Nov-19,42540,"scranton--wilkes-barre--hazleton, pa",92,6.70%,-12.10%,-8,-8.10%,-38.40%,-1.20%,-46.80%,-2.00%
30-Nov-19,12260,"augusta-richmond county, ga-sc",93,7.00%,-13.80%,-11,-11.60%,-25.00%,-1.80%,-56.90%,-3.10%
30-Nov-19,49660,"youngstown-warren-boardman, oh-pa",94,3.30%,-6.40%,-6,-7.10%,-10.70%,-0.20%,-56.50%,-3.20%
30-Nov-19,44700,"stockton-lodi, ca",95,10.30%,-11.40%,-1,-2.00%,-36.90%,-2.10%,-74.10%,-8.00%
30-Nov-19,20500,"durham-chapel hill, nc",96,3.90%,2.50%,-8,-9.40%,-33.90%,-2.00%,-30.60%,-1.80%
30-Nov-19,38860,"portland-south portland, me",97,9.00%,-23.70%,-7,-8.00%,-15.50%,0.30%,-61.90%,-1.90%
30-Nov-19,44060,"spokane-spokane valley, wa",98,8.80%,-3.10%,-6,-9.10%,-24.10%,-1.10%,-60.30%,-2.80%
30-Nov-19,16860,"chattanooga, tn-ga",99,5.50%,-10.20%,-1,-1.40%,-22.30%,-0.80%,-43.10%,-2.50%
30-Nov-19,27140,"jackson, ms",100,5.00%,-11.60%,-10,-9.70%,-24.10%,-0.50%,-60.60%,-2.40%
23-Nov-19,35620,"new york-newark-jersey city, ny-nj-pa",1,3.70%,-3.00%,-1,-1.40%,61.20%,1.20%,57.70%,1.00%
23-Nov-19,31080,"los angeles-long beach-anaheim, ca",2,9.60%,-23.60%,6,12.20%,71.10%,2.70%,-23.50%,-0.60%
23-Nov-19,16980,"chicago-naperville-elgin, il-in-wi",3,3.00%,-1.20%,-3,-4.90%,83.10%,2.30%,4.70%,0.10%
23-Nov-19,19100,"dallas-fort worth-arlington, tx",4,-0.90%,-1.40%,-1,-1.60%,46.30%,1.70%,6.10%,0.10%
23-Nov-19,26420,"houston-the woodlands-sugar land, tx",5,-1.70%,-0.60%,-1,-1.50%,74.60%,2.30%,21.60%,0.80%
23-Nov-19,37980,"philadelphia-camden-wilmington, pa-nj-de-md",6,13.50%,-21.40%,-5,-7.00%,25.00%,1.90%,40.70%,2.50%
23-Nov-19,47900,"washington-arlington-alexandria, dc-va-md-wv",7,7.40%,-18.60%,-6,-10.50%,58.40%,3.40%,46.30%,2.20%
23-Nov-19,33100,"miami-fort lauderdale-west palm beach, fl",8,4.00%,-7.90%,4,4.60%,43.20%,1.30%,-4.90%,-0.20%
23-Nov-19,12060,"atlanta-sandy springs-roswell, ga",9,1.90%,-1.20%,-1,-1.70%,57.70%,1.90%,38.50%,1.30%
23-Nov-19,14460,"boston-cambridge-newton, ma-nh",10,8.90%,-9.20%,1,1.70%,108.50%,3.30%,80.50%,2.50%
23-Nov-19,41860,"san francisco-oakland-hayward, ca",11,8.40%,-16.40%,2,4.70%,102.40%,2.80%,-27.80%,-1.00%
23-Nov-19,19820,"detroit-warren-dearborn, mi",12,2.20%,1.70%,0,0.00%,41.60%,1.90%,58.40%,2.30%
23-Nov-19,38060,"phoenix-mesa-scottsdale, az",13,12.10%,-25.90%,-1,-2.00%,26.00%,2.00%,4.00%,0.80%
23-Nov-19,42660,"seattle-tacoma-bellevue, wa",14,5.40%,-18.80%,1,2.00%,131.30%,3.70%,-30.90%,-1.40%
23-Nov-19,33460,"minneapolis-st. paul-bloomington, mn-wi",15,0.00%,15.20%,-7,-12.10%,104.40%,2.80%,6.00%,0.00%
23-Nov-19,40140,"riverside-san bernardino-ontario, ca",16,3.60%,-19.20%,5,9.40%,47.00%,2.10%,-16.40%,-0.40%
23-Nov-19,45300,"tampa-st. petersburg-clearwater, fl",17,5.30%,-14.20%,2,3.50%,27.50%,1.50%,19.90%,1.10%
23-Nov-19,41740,"san diego-carlsbad, ca",18,10.00%,-27.80%,2,4.50%,61.70%,1.60%,-8.50%,-1.30%
23-Nov-19,41180,"st. louis, mo-il",19,6.10%,-11.30%,-2,-2.70%,58.20%,2.20%,-25.10%,-1.10%
23-Nov-19,19740,"denver-aurora-lakewood, co",20,4.70%,-5.90%,0,0.00%,107.20%,3.00%,62.80%,1.90%
23-Nov-19,12580,"baltimore-columbia-towson, md",21,3.20%,-10.20%,-5,-7.80%,51.90%,2.60%,53.20%,2.60%
23-Nov-19,38300,"pittsburgh, pa",22,8.90%,-13.80%,-9,-10.80%,53.90%,1.90%,35.40%,1.40%
23-Nov-19,38900,"portland-vancouver-hillsboro, or-wa",23,0.00%,-13.30%,1,1.60%,80.30%,1.10%,126.20%,2.20%
23-Nov-19,16740,"charlotte-concord-gastonia, nc-sc",24,2.10%,-11.50%,-7,-10.90%,31.40%,1.70%,-1.40%,0.20%
23-Nov-19,36740,"orlando-kissimmee-sanford, fl",25,4.70%,-12.00%,0,0.00%,25.80%,1.30%,5.30%,0.30%
23-Nov-19,17460,"cleveland-elyria, oh",26,3.30%,-7.90%,0,0.00%,50.20%,1.80%,60.90%,1.80%
23-Nov-19,41700,"san antonio-new braunfels, tx",27,-2.70%,7.80%,-5,-7.40%,74.90%,2.10%,66.40%,1.70%
23-Nov-19,17140,"cincinnati, oh-ky-in",28,6.10%,-20.80%,-3,-5.10%,50.60%,2.40%,39.30%,1.40%
23-Nov-19,40900,"sacramento--roseville--arden-arcade, ca",29,11.10%,-22.50%,4,7.70%,59.60%,2.70%,-26.60%,-1.00%
23-Nov-19,28140,"kansas city, mo-ks",30,8.60%,-8.80%,-3,-4.40%,66.10%,0.90%,39.30%,0.10%
23-Nov-19,18140,"columbus, oh",31,5.40%,-7.50%,-4,-6.80%,69.70%,2.60%,49.50%,1.90%
23-Nov-19,26900,"indianapolis-carmel-anderson, in",32,8.30%,-7.10%,-4,-6.30%,58.70%,1.40%,67.90%,1.60%
23-Nov-19,29820,"las vegas-henderson-paradise, nv",33,-0.30%,13.20%,7,15.20%,34.20%,1.80%,28.80%,1.30%
23-Nov-19,12420,"austin-round rock, tx",34,0.70%,-13.60%,-4,-6.00%,45.70%,2.10%,37.70%,1.80%
23-Nov-19,34980,"nashville-davidson--murfreesboro--franklin, tn",35,5.70%,-16.00%,-4,-8.70%,66.80%,3.80%,45.60%,1.80%
